,Date,Survey,Borough,Measure,Proportion,MPS
5345,9/30/2020,PAS,Barnet,Understand issues,0.73,0.67
5346,9/30/2020,PAS,Bexley,Understand issues,0.68,0.67
5347,9/30/2020,PAS,Brent,Understand issues,0.79,0.67
5348,9/30/2020,PAS,Bromley,Understand issues,0.69,0.67
5349,9/30/2020,PAS,Camden,Understand issues,0.59,0.67
5350,9/30/2020,PAS,Croydon,Understand issues,0.56,0.67
5351,9/30/2020,PAS,Ealing,Understand issues,0.71,0.67
5352,9/30/2020,PAS,Enfield,Understand issues,0.59,0.67
5353,9/30/2020,PAS,Greenwich,Understand issues,0.7,0.67
5354,9/30/2020,PAS,Hackney,Understand issues,0.55,0.67
5355,9/30/2020,PAS,Hammersmith and Fulham,Understand issues,0.73,0.67
5356,9/30/2020,PAS,Haringey,Understand issues,0.6,0.67
5357,9/30/2020,PAS,Harrow,Understand issues,0.74,0.67
5358,9/30/2020,PAS,Havering,Understand issues,0.71,0.67
5359,9/30/2020,PAS,Hillingdon,Understand issues,0.6,0.67
5360,9/30/2020,PAS,Hounslow,Understand issues,0.68,0.67
5361,9/30/2020,PAS,Islington,Understand issues,0.56,0.67
5362,9/30/2020,PAS,Kensington and Chelsea,Understand issues,0.8,0.67
5363,9/30/2020,PAS,Kingston upon Thames,Understand issues,0.73,0.67
5364,9/30/2020,PAS,Lambeth,Understand issues,0.58,0.67
5365,9/30/2020,PAS,Lewisham,Understand issues,0.61,0.67
5366,9/30/2020,PAS,Merton,Understand issues,0.67,0.67
5367,9/30/2020,PAS,Newham,Understand issues,0.63,0.67
5368,9/30/2020,PAS,Redbridge,Understand issues,0.73,0.67
5369,9/30/2020,PAS,Richmond upon Thames,Understand issues,0.73,0.67
5370,9/30/2020,PAS,Southwark,Understand issues,0.71,0.67
5371,9/30/2020,PAS,Sutton,Understand issues,0.74,0.67
5372,9/30/2020,PAS,Tower Hamlets,Understand issues,0.65,0.67
5373,9/30/2020,PAS,Waltham Forest,Understand issues,0.61,0.67
5374,9/30/2020,PAS,Wandsworth,Understand issues,0.66,0.67
5375,9/30/2020,PAS,City of Westminster,Understand issues,0.69,0.67
5376,12/31/2020,PAS,Barking and Dagenham,"""Good Job"" local",0.53,0.56
5377,12/31/2020,PAS,Barnet,"""Good Job"" local",0.53,0.56
5378,12/31/2020,PAS,Bexley,"""Good Job"" local",0.59,0.56
5379,12/31/2020,PAS,Brent,"""Good Job"" local",0.57,0.56
5380,12/31/2020,PAS,Bromley,"""Good Job"" local",0.67,0.56
5381,12/31/2020,PAS,Camden,"""Good Job"" local",0.56,0.56
5382,12/31/2020,PAS,Croydon,"""Good Job"" local",0.5,0.56
5383,12/31/2020,PAS,Ealing,"""Good Job"" local",0.62,0.56
5384,12/31/2020,PAS,Enfield,"""Good Job"" local",0.54,0.56
5385,12/31/2020,PAS,Greenwich,"""Good Job"" local",0.55,0.56
5386,12/31/2020,PAS,Hackney,"""Good Job"" local",0.45,0.56
5387,12/31/2020,PAS,Hammersmith and Fulham,"""Good Job"" local",0.63,0.56
5388,12/31/2020,PAS,Haringey,"""Good Job"" local",0.5,0.56
5389,12/31/2020,PAS,Harrow,"""Good Job"" local",0.59,0.56
5390,12/31/2020,PAS,Havering,"""Good Job"" local",0.64,0.56
5391,12/31/2020,PAS,Hillingdon,"""Good Job"" local",0.58,0.56
5392,12/31/2020,PAS,Hounslow,"""Good Job"" local",0.57,0.56
5393,12/31/2020,PAS,Islington,"""Good Job"" local",0.57,0.56
5394,12/31/2020,PAS,Kensington and Chelsea,"""Good Job"" local",0.67,0.56
5395,12/31/2020,PAS,Kingston upon Thames,"""Good Job"" local",0.63,0.56
5396,12/31/2020,PAS,Lambeth,"""Good Job"" local",0.53,0.56
5397,12/31/2020,PAS,Lewisham,"""Good Job"" local",0.53,0.56
5398,12/31/2020,PAS,Merton,"""Good Job"" local",0.64,0.56
5399,12/31/2020,PAS,Newham,"""Good Job"" local",0.49,0.56
5400,12/31/2020,PAS,Redbridge,"""Good Job"" local",0.48,0.56
5401,12/31/2020,PAS,Richmond upon Thames,"""Good Job"" local",0.61,0.56
5402,12/31/2020,PAS,Southwark,"""Good Job"" local",0.58,0.56
5403,12/31/2020,PAS,Sutton,"""Good Job"" local",0.64,0.56
5404,12/31/2020,PAS,Tower Hamlets,"""Good Job"" local",0.46,0.56
5405,12/31/2020,PAS,Waltham Forest,"""Good Job"" local",0.55,0.56
5406,12/31/2020,PAS,Wandsworth,"""Good Job"" local",0.57,0.56
5407,12/31/2020,PAS,City of Westminster,"""Good Job"" local",0.58,0.56
5408,12/31/2020,PAS,Barking and Dagenham,Contact ward officer,0.21,0.21
5409,12/31/2020,PAS,Barnet,Contact ward officer,0.23,0.21
5410,12/31/2020,PAS,Bexley,Contact ward officer,0.31,0.21
5411,12/31/2020,PAS,Brent,Contact ward officer,0.2,0.21
5412,12/31/2020,PAS,Bromley,Contact ward officer,0.24,0.21
5413,12/31/2020,PAS,Camden,Contact ward officer,0.16,0.21
5414,12/31/2020,PAS,Croydon,Contact ward officer,0.19,0.21
5415,12/31/2020,PAS,Ealing,Contact ward officer,0.23,0.21
5416,12/31/2020,PAS,Enfield,Contact ward officer,0.22,0.21
5417,12/31/2020,PAS,Greenwich,Contact ward officer,0.18,0.21
5418,12/31/2020,PAS,Hackney,Contact ward officer,0.2,0.21
5419,12/31/2020,PAS,Hammersmith and Fulham,Contact ward officer,0.18,0.21
5420,12/31/2020,PAS,Haringey,Contact ward officer,0.15,0.21
5421,12/31/2020,PAS,Harrow,Contact ward officer,0.19,0.21
5422,12/31/2020,PAS,Havering,Contact ward officer,0.2,0.21
5423,12/31/2020,PAS,Hillingdon,Contact ward officer,0.23,0.21
5424,12/31/2020,PAS,Hounslow,Contact ward officer,0.24,0.21
5425,12/31/2020,PAS,Islington,Contact ward officer,0.19,0.21
5426,12/31/2020,PAS,Kensington and Chelsea,Contact ward officer,0.28,0.21
5427,12/31/2020,PAS,Kingston upon Thames,Contact ward officer,0.28,0.21
5428,12/31/2020,PAS,Lambeth,Contact ward officer,0.16,0.21
5429,12/31/2020,PAS,Lewisham,Contact ward officer,0.17,0.21
5430,12/31/2020,PAS,Merton,Contact ward officer,0.26,0.21
5431,12/31/2020,PAS,Newham,Contact ward officer,0.19,0.21
5432,12/31/2020,PAS,Redbridge,Contact ward officer,0.29,0.21
5433,12/31/2020,PAS,Richmond upon Thames,Contact ward officer,0.25,0.21
5434,12/31/2020,PAS,Southwark,Contact ward officer,0.23,0.21
5435,12/31/2020,PAS,Sutton,Contact ward officer,0.28,0.21
5436,12/31/2020,PAS,Tower Hamlets,Contact ward officer,0.14,0.21
5437,12/31/2020,PAS,Waltham Forest,Contact ward officer,0.25,0.21
5438,12/31/2020,PAS,Wandsworth,Contact ward officer,0.18,0.21
5439,12/31/2020,PAS,City of Westminster,Contact ward officer,0.22,0.21
5440,12/31/2020,PAS,Barking and Dagenham,Informed local,0.38,0.42
5441,12/31/2020,PAS,Barnet,Informed local,0.43,0.42
5442,12/31/2020,PAS,Bexley,Informed local,0.5,0.42
5443,12/31/2020,PAS,Brent,Informed local,0.48,0.42
5444,12/31/2020,PAS,Bromley,Informed local,0.54,0.42
5445,12/31/2020,PAS,Camden,Informed local,0.36,0.42
5446,12/31/2020,PAS,Croydon,Informed local,0.42,0.42
5447,12/31/2020,PAS,Ealing,Informed local,0.5,0.42
5448,12/31/2020,PAS,Enfield,Informed local,0.38,0.42
5449,12/31/2020,PAS,Greenwich,Informed local,0.34,0.42
5450,12/31/2020,PAS,Hackney,Informed local,0.31,0.42
5451,12/31/2020,PAS,Hammersmith and Fulham,Informed local,0.42,0.42
5452,12/31/2020,PAS,Haringey,Informed local,0.37,0.42
5453,12/31/2020,PAS,Harrow,Informed local,0.48,0.42
5454,12/31/2020,PAS,Havering,Informed local,0.43,0.42
5455,12/31/2020,PAS,Hillingdon,Informed local,0.45,0.42
5456,12/31/2020,PAS,Hounslow,Informed local,0.52,0.42
5457,12/31/2020,PAS,Islington,Informed local,0.42,0.42
5458,12/31/2020,PAS,Kensington and Chelsea,Informed local,0.45,0.42
5459,12/31/2020,PAS,Kingston upon Thames,Informed local,0.49,0.42
5460,12/31/2020,PAS,Lambeth,Informed local,0.29,0.42
5461,12/31/2020,PAS,Lewisham,Informed local,0.31,0.42
5462,12/31/2020,PAS,Merton,Informed local,0.46,0.42
5463,12/31/2020,PAS,Newham,Informed local,0.39,0.42
5464,12/31/2020,PAS,Redbridge,Informed local,0.39,0.42
5465,12/31/2020,PAS,Richmond upon Thames,Informed local,0.52,0.42
5466,12/31/2020,PAS,Southwark,Informed local,0.34,0.42
5467,12/31/2020,PAS,Sutton,Informed local,0.47,0.42
5468,12/31/2020,PAS,Tower Hamlets,Informed local,0.35,0.42
5469,12/31/2020,PAS,Waltham Forest,Informed local,0.42,0.42
5470,12/31/2020,PAS,Wandsworth,Informed local,0.42,0.42
5471,12/31/2020,PAS,City of Westminster,Informed local,0.43,0.42
5472,12/31/2020,PAS,Barking and Dagenham,Listen to concerns,0.68,0.69
5473,12/31/2020,PAS,Barnet,Listen to concerns,0.74,0.69
5474,12/31/2020,PAS,Bexley,Listen to concerns,0.77,0.69
5475,12/31/2020,PAS,Brent,Listen to concerns,0.77,0.69
5476,12/31/2020,PAS,Bromley,Listen to concerns,0.76,0.69
5477,12/31/2020,PAS,Camden,Listen to concerns,0.61,0.69
5478,12/31/2020,PAS,Croydon,Listen to concerns,0.57,0.69
5479,12/31/2020,PAS,Ealing,Listen to concerns,0.69,0.69
5480,12/31/2020,PAS,Enfield,Listen to concerns,0.65,0.69
5481,12/31/2020,PAS,Greenwich,Listen to concerns,0.7,0.69
5482,12/31/2020,PAS,Hackney,Listen to concerns,0.58,0.69
5483,12/31/2020,PAS,Hammersmith and Fulham,Listen to concerns,0.7,0.69
5484,12/31/2020,PAS,Haringey,Listen to concerns,0.68,0.69
5485,12/31/2020,PAS,Harrow,Listen to concerns,0.74,0.69
5486,12/31/2020,PAS,Havering,Listen to concerns,0.73,0.69
5487,12/31/2020,PAS,Hillingdon,Listen to concerns,0.63,0.69
5488,12/31/2020,PAS,Hounslow,Listen to concerns,0.7,0.69
5489,12/31/2020,PAS,Islington,Listen to concerns,0.67,0.69
5490,12/31/2020,PAS,Kensington and Chelsea,Listen to concerns,0.75,0.69
5491,12/31/2020,PAS,Kingston upon Thames,Listen to concerns,0.74,0.69
5492,12/31/2020,PAS,Lambeth,Listen to concerns,0.58,0.69
5493,12/31/2020,PAS,Lewisham,Listen to concerns,0.57,0.69
5494,12/31/2020,PAS,Merton,Listen to concerns,0.71,0.69
5495,12/31/2020,PAS,Newham,Listen to concerns,0.69,0.69
5496,12/31/2020,PAS,Redbridge,Listen to concerns,0.72,0.69
5497,12/31/2020,PAS,Richmond upon Thames,Listen to concerns,0.77,0.69
5498,12/31/2020,PAS,Southwark,Listen to concerns,0.69,0.69
5499,12/31/2020,PAS,Sutton,Listen to concerns,0.75,0.69
5500,12/31/2020,PAS,Tower Hamlets,Listen to concerns,0.65,0.69
5501,12/31/2020,PAS,Waltham Forest,Listen to concerns,0.66,0.69
5502,12/31/2020,PAS,Wandsworth,Listen to concerns,0.72,0.69
5503,12/31/2020,PAS,City of Westminster,Listen to concerns,0.7,0.69
5504,12/31/2020,PAS,Barking and Dagenham,Relied on to be there,0.67,0.67
5505,12/31/2020,PAS,Barnet,Relied on to be there,0.7,0.67
5506,12/31/2020,PAS,Bexley,Relied on to be there,0.66,0.67
5507,12/31/2020,PAS,Brent,Relied on to be there,0.68,0.67
5508,12/31/2020,PAS,Bromley,Relied on to be there,0.72,0.67
5509,12/31/2020,PAS,Camden,Relied on to be there,0.62,0.67
5510,12/31/2020,PAS,Croydon,Relied on to be there,0.63,0.67
5511,12/31/2020,PAS,Ealing,Relied on to be there,0.72,0.67
5512,12/31/2020,PAS,Enfield,Relied on to be there,0.62,0.67
5513,12/31/2020,PAS,Greenwich,Relied on to be there,0.67,0.67
5514,12/31/2020,PAS,Hackney,Relied on to be there,0.58,0.67
5515,12/31/2020,PAS,Hammersmith and Fulham,Relied on to be there,0.69,0.67
5516,12/31/2020,PAS,Haringey,Relied on to be there,0.64,0.67
5517,12/31/2020,PAS,Harrow,Relied on to be there,0.69,0.67
5518,12/31/2020,PAS,Havering,Relied on to be there,0.67,0.67
5519,12/31/2020,PAS,Hillingdon,Relied on to be there,0.65,0.67
5520,12/31/2020,PAS,Hounslow,Relied on to be there,0.69,0.67
5521,12/31/2020,PAS,Islington,Relied on to be there,0.71,0.67
5522,12/31/2020,PAS,Kensington and Chelsea,Relied on to be there,0.73,0.67
5523,12/31/2020,PAS,Kingston upon Thames,Relied on to be there,0.66,0.67
5524,12/31/2020,PAS,Lambeth,Relied on to be there,0.64,0.67
5525,12/31/2020,PAS,Lewisham,Relied on to be there,0.59,0.67
5526,12/31/2020,PAS,Merton,Relied on to be there,0.69,0.67
5527,12/31/2020,PAS,Newham,Relied on to be there,0.68,0.67
5528,12/31/2020,PAS,Redbridge,Relied on to be there,0.65,0.67
5529,12/31/2020,PAS,Richmond upon Thames,Relied on to be there,0.68,0.67
5530,12/31/2020,PAS,Southwark,Relied on to be there,0.65,0.67
5531,12/31/2020,PAS,Sutton,Relied on to be there,0.74,0.67
5532,12/31/2020,PAS,Tower Hamlets,Relied on to be there,0.65,0.67
5533,12/31/2020,PAS,Waltham Forest,Relied on to be there,0.64,0.67
5534,12/31/2020,PAS,Wandsworth,Relied on to be there,0.68,0.67
5535,12/31/2020,PAS,City of Westminster,Relied on to be there,0.67,0.67
5536,12/31/2020,PAS,Barking and Dagenham,Treat everyone fairly,0.69,0.72
5537,12/31/2020,PAS,Barnet,Treat everyone fairly,0.74,0.72
5538,12/31/2020,PAS,Bexley,Treat everyone fairly,0.83,0.72
5539,12/31/2020,PAS,Brent,Treat everyone fairly,0.76,0.72
5540,12/31/2020,PAS,Bromley,Treat everyone fairly,0.81,0.72
5541,12/31/2020,PAS,Camden,Treat everyone fairly,0.61,0.72
5542,12/31/2020,PAS,Croydon,Treat everyone fairly,0.63,0.72
5543,12/31/2020,PAS,Ealing,Treat everyone fairly,0.79,0.72
5544,12/31/2020,PAS,Enfield,Treat everyone fairly,0.68,0.72
5545,12/31/2020,PAS,Greenwich,Treat everyone fairly,0.71,0.72
5546,12/31/2020,PAS,Hackney,Treat everyone fairly,0.6,0.72
5547,12/31/2020,PAS,Hammersmith and Fulham,Treat everyone fairly,0.72,0.72
5548,12/31/2020,PAS,Haringey,Treat everyone fairly,0.66,0.72
5549,12/31/2020,PAS,Harrow,Treat everyone fairly,0.81,0.72
5550,12/31/2020,PAS,Havering,Treat everyone fairly,0.83,0.72
5551,12/31/2020,PAS,Hillingdon,Treat everyone fairly,0.83,0.72
5552,12/31/2020,PAS,Hounslow,Treat everyone fairly,0.77,0.72
5553,12/31/2020,PAS,Islington,Treat everyone fairly,0.6,0.72
5554,12/31/2020,PAS,Kensington and Chelsea,Treat everyone fairly,0.75,0.72
5555,12/31/2020,PAS,Kingston upon Thames,Treat everyone fairly,0.79,0.72
5556,12/31/2020,PAS,Lambeth,Treat everyone fairly,0.53,0.72
5557,12/31/2020,PAS,Lewisham,Treat everyone fairly,0.56,0.72
5558,12/31/2020,PAS,Merton,Treat everyone fairly,0.72,0.72
5559,12/31/2020,PAS,Newham,Treat everyone fairly,0.78,0.72
5560,12/31/2020,PAS,Redbridge,Treat everyone fairly,0.8,0.72
5561,12/31/2020,PAS,Richmond upon Thames,Treat everyone fairly,0.79,0.72
5562,12/31/2020,PAS,Southwark,Treat everyone fairly,0.64,0.72
5563,12/31/2020,PAS,Sutton,Treat everyone fairly,0.8,0.72
5564,12/31/2020,PAS,Tower Hamlets,Treat everyone fairly,0.68,0.72
5565,12/31/2020,PAS,Waltham Forest,Treat everyone fairly,0.67,0.72
5566,12/31/2020,PAS,Wandsworth,Treat everyone fairly,0.7,0.72
5567,12/31/2020,PAS,City of Westminster,Treat everyone fairly,0.71,0.72
5568,12/31/2020,PAS,Barking and Dagenham,Understand issues,0.72,0.67
5569,12/31/2020,PAS,Barnet,Understand issues,0.7,0.67
5570,12/31/2020,PAS,Bexley,Understand issues,0.75,0.67
5571,12/31/2020,PAS,Brent,Understand issues,0.76,0.67
5572,12/31/2020,PAS,Bromley,Understand issues,0.7,0.67
5573,12/31/2020,PAS,Camden,Understand issues,0.58,0.67
5574,12/31/2020,PAS,Croydon,Understand issues,0.58,0.67
5575,12/31/2020,PAS,Ealing,Understand issues,0.7,0.67
5576,12/31/2020,PAS,Enfield,Understand issues,0.61,0.67
5577,12/31/2020,PAS,Greenwich,Understand issues,0.69,0.67
5578,12/31/2020,PAS,Hackney,Understand issues,0.59,0.67
5579,12/31/2020,PAS,Hammersmith and Fulham,Understand issues,0.7,0.67
5580,12/31/2020,PAS,Haringey,Understand issues,0.66,0.67
5581,12/31/2020,PAS,Harrow,Understand issues,0.74,0.67
5582,12/31/2020,PAS,Havering,Understand issues,0.71,0.67
5583,12/31/2020,PAS,Hillingdon,Understand issues,0.67,0.67
5584,12/31/2020,PAS,Hounslow,Understand issues,0.67,0.67
5585,12/31/2020,PAS,Islington,Understand issues,0.62,0.67
5586,12/31/2020,PAS,Kensington and Chelsea,Understand issues,0.72,0.67
5587,12/31/2020,PAS,Kingston upon Thames,Understand issues,0.74,0.67
5588,12/31/2020,PAS,Lambeth,Understand issues,0.55,0.67
5589,12/31/2020,PAS,Lewisham,Understand issues,0.58,0.67
5590,12/31/2020,PAS,Merton,Understand issues,0.68,0.67
5591,12/31/2020,PAS,Newham,Understand issues,0.68,0.67
5592,12/31/2020,PAS,Redbridge,Understand issues,0.74,0.67
5593,12/31/2020,PAS,Richmond upon Thames,Understand issues,0.75,0.67
5594,12/31/2020,PAS,Southwark,Understand issues,0.65,0.67
5595,12/31/2020,PAS,Sutton,Understand issues,0.75,0.67
5596,12/31/2020,PAS,Tower Hamlets,Understand issues,0.62,0.67
5597,12/31/2020,PAS,Waltham Forest,Understand issues,0.62,0.67
5598,12/31/2020,PAS,Wandsworth,Understand issues,0.7,0.67
5599,12/31/2020,PAS,City of Westminster,Understand issues,0.68,0.67
5600,3/31/2021,PAS,Barking and Dagenham,"""Good Job"" local",0.5,0.55
5601,3/31/2021,PAS,Barnet,"""Good Job"" local",0.51,0.55
5602,3/31/2021,PAS,Bexley,"""Good Job"" local",0.59,0.55
5603,3/31/2021,PAS,Brent,"""Good Job"" local",0.55,0.55
5604,3/31/2021,PAS,Bromley,"""Good Job"" local",0.62,0.55
5605,3/31/2021,PAS,Camden,"""Good Job"" local",0.54,0.55
5606,3/31/2021,PAS,Croydon,"""Good Job"" local",0.53,0.55
5607,3/31/2021,PAS,Ealing,"""Good Job"" local",0.56,0.55
5608,3/31/2021,PAS,Enfield,"""Good Job"" local",0.51,0.55
5609,3/31/2021,PAS,Greenwich,"""Good Job"" local",0.56,0.55
5610,3/31/2021,PAS,Hackney,"""Good Job"" local",0.5,0.55
5611,3/31/2021,PAS,Hammersmith and Fulham,"""Good Job"" local",0.63,0.55
5612,3/31/2021,PAS,Haringey,"""Good Job"" local",0.55,0.55
5613,3/31/2021,PAS,Harrow,"""Good Job"" local",0.53,0.55
5614,3/31/2021,PAS,Havering,"""Good Job"" local",0.63,0.55
5615,3/31/2021,PAS,Hillingdon,"""Good Job"" local",0.61,0.55
5616,3/31/2021,PAS,Hounslow,"""Good Job"" local",0.57,0.55
5617,3/31/2021,PAS,Islington,"""Good Job"" local",0.58,0.55
5618,3/31/2021,PAS,Kensington and Chelsea,"""Good Job"" local",0.69,0.55
5619,3/31/2021,PAS,Kingston upon Thames,"""Good Job"" local",0.65,0.55
5620,3/31/2021,PAS,Lambeth,"""Good Job"" local",0.54,0.55
5621,3/31/2021,PAS,Lewisham,"""Good Job"" local",0.5,0.55
5622,3/31/2021,PAS,Merton,"""Good Job"" local",0.61,0.55
5623,3/31/2021,PAS,Newham,"""Good Job"" local",0.49,0.55
5624,3/31/2021,PAS,Redbridge,"""Good Job"" local",0.46,0.55
5625,3/31/2021,PAS,Richmond upon Thames,"""Good Job"" local",0.63,0.55
5626,3/31/2021,PAS,Southwark,"""Good Job"" local",0.55,0.55
5627,3/31/2021,PAS,Sutton,"""Good Job"" local",0.63,0.55
5628,3/31/2021,PAS,Tower Hamlets,"""Good Job"" local",0.46,0.55
5629,3/31/2021,PAS,Waltham Forest,"""Good Job"" local",0.56,0.55
5630,3/31/2021,PAS,Wandsworth,"""Good Job"" local",0.59,0.55
5631,3/31/2021,PAS,City of Westminster,"""Good Job"" local",0.53,0.55
5632,3/31/2021,PAS,Barking and Dagenham,Contact ward officer,0.24,0.24
5633,3/31/2021,PAS,Barnet,Contact ward officer,0.26,0.24
5634,3/31/2021,PAS,Bexley,Contact ward officer,0.37,0.24
5635,3/31/2021,PAS,Brent,Contact ward officer,0.24,0.24
5636,3/31/2021,PAS,Bromley,Contact ward officer,0.29,0.24
5637,3/31/2021,PAS,Camden,Contact ward officer,0.21,0.24
5638,3/31/2021,PAS,Croydon,Contact ward officer,0.26,0.24
5639,3/31/2021,PAS,Ealing,Contact ward officer,0.23,0.24
5640,3/31/2021,PAS,Enfield,Contact ward officer,0.19,0.24
5641,3/31/2021,PAS,Greenwich,Contact ward officer,0.22,0.24
5642,3/31/2021,PAS,Hackney,Contact ward officer,0.23,0.24
5643,3/31/2021,PAS,Hammersmith and Fulham,Contact ward officer,0.2,0.24
5644,3/31/2021,PAS,Haringey,Contact ward officer,0.2,0.24
5645,3/31/2021,PAS,Harrow,Contact ward officer,0.26,0.24
5646,3/31/2021,PAS,Havering,Contact ward officer,0.25,0.24
5647,3/31/2021,PAS,Hillingdon,Contact ward officer,0.27,0.24
5648,3/31/2021,PAS,Hounslow,Contact ward officer,0.26,0.24
5649,3/31/2021,PAS,Islington,Contact ward officer,0.2,0.24
5650,3/31/2021,PAS,Kensington and Chelsea,Contact ward officer,0.31,0.24
5651,3/31/2021,PAS,Kingston upon Thames,Contact ward officer,0.33,0.24
5652,3/31/2021,PAS,Lambeth,Contact ward officer,0.17,0.24
5653,3/31/2021,PAS,Lewisham,Contact ward officer,0.16,0.24
5654,3/31/2021,PAS,Merton,Contact ward officer,0.3,0.24
5655,3/31/2021,PAS,Newham,Contact ward officer,0.2,0.24
5656,3/31/2021,PAS,Redbridge,Contact ward officer,0.34,0.24
5657,3/31/2021,PAS,Richmond upon Thames,Contact ward officer,0.31,0.24
5658,3/31/2021,PAS,Southwark,Contact ward officer,0.23,0.24
5659,3/31/2021,PAS,Sutton,Contact ward officer,0.32,0.24
5660,3/31/2021,PAS,Tower Hamlets,Contact ward officer,0.18,0.24
5661,3/31/2021,PAS,Waltham Forest,Contact ward officer,0.23,0.24
5662,3/31/2021,PAS,Wandsworth,Contact ward officer,0.21,0.24
5663,3/31/2021,PAS,City of Westminster,Contact ward officer,0.22,0.24
5664,3/31/2021,PAS,Barking and Dagenham,Informed local,0.41,0.45
5665,3/31/2021,PAS,Barnet,Informed local,0.42,0.45
5666,3/31/2021,PAS,Bexley,Informed local,0.57,0.45
5667,3/31/2021,PAS,Brent,Informed local,0.46,0.45
5668,3/31/2021,PAS,Bromley,Informed local,0.55,0.45
5669,3/31/2021,PAS,Camden,Informed local,0.39,0.45
5670,3/31/2021,PAS,Croydon,Informed local,0.52,0.45
5671,3/31/2021,PAS,Ealing,Informed local,0.45,0.45
5672,3/31/2021,PAS,Enfield,Informed local,0.4,0.45
5673,3/31/2021,PAS,Greenwich,Informed local,0.42,0.45
5674,3/31/2021,PAS,Hackney,Informed local,0.32,0.45
5675,3/31/2021,PAS,Hammersmith and Fulham,Informed local,0.42,0.45
5676,3/31/2021,PAS,Haringey,Informed local,0.46,0.45
5677,3/31/2021,PAS,Harrow,Informed local,0.48,0.45
5678,3/31/2021,PAS,Havering,Informed local,0.47,0.45
5679,3/31/2021,PAS,Hillingdon,Informed local,0.51,0.45
5680,3/31/2021,PAS,Hounslow,Informed local,0.5,0.45
5681,3/31/2021,PAS,Islington,Informed local,0.46,0.45
5682,3/31/2021,PAS,Kensington and Chelsea,Informed local,0.49,0.45
5683,3/31/2021,PAS,Kingston upon Thames,Informed local,0.48,0.45
5684,3/31/2021,PAS,Lambeth,Informed local,0.33,0.45
5685,3/31/2021,PAS,Lewisham,Informed local,0.29,0.45
5686,3/31/2021,PAS,Merton,Informed local,0.5,0.45
5687,3/31/2021,PAS,Newham,Informed local,0.43,0.45
5688,3/31/2021,PAS,Redbridge,Informed local,0.45,0.45
5689,3/31/2021,PAS,Richmond upon Thames,Informed local,0.56,0.45
5690,3/31/2021,PAS,Southwark,Informed local,0.36,0.45
5691,3/31/2021,PAS,Sutton,Informed local,0.52,0.45
5692,3/31/2021,PAS,Tower Hamlets,Informed local,0.41,0.45
5693,3/31/2021,PAS,Waltham Forest,Informed local,0.45,0.45
5694,3/31/2021,PAS,Wandsworth,Informed local,0.47,0.45
5695,3/31/2021,PAS,City of Westminster,Informed local,0.46,0.45
5696,3/31/2021,PAS,Barking and Dagenham,Listen to concerns,0.65,0.68
5697,3/31/2021,PAS,Barnet,Listen to concerns,0.65,0.68
5698,3/31/2021,PAS,Bexley,Listen to concerns,0.79,0.68
5699,3/31/2021,PAS,Brent,Listen to concerns,0.7,0.68
5700,3/31/2021,PAS,Bromley,Listen to concerns,0.73,0.68
5701,3/31/2021,PAS,Camden,Listen to concerns,0.64,0.68
5702,3/31/2021,PAS,Croydon,Listen to concerns,0.62,0.68
5703,3/31/2021,PAS,Ealing,Listen to concerns,0.63,0.68
5704,3/31/2021,PAS,Enfield,Listen to concerns,0.66,0.68
5705,3/31/2021,PAS,Greenwich,Listen to concerns,0.69,0.68
5706,3/31/2021,PAS,Hackney,Listen to concerns,0.59,0.68
5707,3/31/2021,PAS,Hammersmith and Fulham,Listen to concerns,0.67,0.68
5708,3/31/2021,PAS,Haringey,Listen to concerns,0.69,0.68
5709,3/31/2021,PAS,Harrow,Listen to concerns,0.7,0.68
5710,3/31/2021,PAS,Havering,Listen to concerns,0.74,0.68
5711,3/31/2021,PAS,Hillingdon,Listen to concerns,0.71,0.68
5712,3/31/2021,PAS,Hounslow,Listen to concerns,0.7,0.68
5713,3/31/2021,PAS,Islington,Listen to concerns,0.71,0.68
5714,3/31/2021,PAS,Kensington and Chelsea,Listen to concerns,0.76,0.68
5715,3/31/2021,PAS,Kingston upon Thames,Listen to concerns,0.71,0.68
5716,3/31/2021,PAS,Lambeth,Listen to concerns,0.62,0.68
5717,3/31/2021,PAS,Lewisham,Listen to concerns,0.56,0.68
5718,3/31/2021,PAS,Merton,Listen to concerns,0.7,0.68
5719,3/31/2021,PAS,Newham,Listen to concerns,0.71,0.68
5720,3/31/2021,PAS,Redbridge,Listen to concerns,0.69,0.68
5721,3/31/2021,PAS,Richmond upon Thames,Listen to concerns,0.79,0.68
5722,3/31/2021,PAS,Southwark,Listen to concerns,0.67,0.68
5723,3/31/2021,PAS,Sutton,Listen to concerns,0.74,0.68
5724,3/31/2021,PAS,Tower Hamlets,Listen to concerns,0.62,0.68
5725,3/31/2021,PAS,Waltham Forest,Listen to concerns,0.69,0.68
5726,3/31/2021,PAS,Wandsworth,Listen to concerns,0.7,0.68
5727,3/31/2021,PAS,City of Westminster,Listen to concerns,0.68,0.68
5728,3/31/2021,PAS,Barking and Dagenham,Relied on to be there,0.61,0.65
5729,3/31/2021,PAS,Barnet,Relied on to be there,0.62,0.65
5730,3/31/2021,PAS,Bexley,Relied on to be there,0.68,0.65
5731,3/31/2021,PAS,Brent,Relied on to be there,0.63,0.65
5732,3/31/2021,PAS,Bromley,Relied on to be there,0.65,0.65
5733,3/31/2021,PAS,Camden,Relied on to be there,0.64,0.65
